ID,Market,Region,Customer Feedback,NPS,ROUTERID
18654180,Singapore,East,-,8,13333
10994463,Singapore,North-East,Range is not as long as advised.   Phone connection to strongest router connection appears wanting - I have to manually reconnect to best router connection most of the time.,6,13334
19976120,Singapore,North,Your television programs are the worst I Vevey had,8,13335
21726467,Singapore,North-East,I m paying every months but most of the time the broadband is inconsistent and solution for whatever problem we experience does not even resolve the problem for good.,3,13336
22390317,Singapore,East,Your network when approaching late evening it started to get super slow. Worst if I'm in the bedroom I can't even really use the home network I got to tether thru my mobile. End of the day I really regretted subscribing to StarHub for broadband and tv. Once I'm allow to terminate without penalty I will gladly do so. And would never even subscribe to any StarHub service anymore. Big big lesson learnt.,0,13337
16675110,Singapore,West,Router keep disconnecting in midnight. Fucking troublesome,0,13338
19163948,Singapore,Central,Happy with what's on star Hub but would like more channels and additions of some more popular old time programs and movies,6,13339
18988025,Singapore,North-East,No comments,8,13340
6049188,Singapore,North-East,The rear of my house (semi-D) has zero reception.,6,13341
6445674,Singapore,Central,Sometimes the wi-fi reception is really poor,7,13342
6133909,Singapore,North-East,"Q1 rated 8 bec last year one of your maintenance, after upgrading the dhcp  IP address were changed from 192.168.1.x to 192.168.10.x. there is no notification & i need to reconfigure my static IP devices",8,13343
19183148,Singapore,West,Experienced a few time no connection to broadband service. These were not  maintenance periods',5,13344
12530487,Singapore,East,Broadband service is poor and after few complaints it has not improved much,2,13345
16806276,Singapore,East,The Wi-Fi unstable,0,13346
16575392,Singapore,North,Broadband so lousy after changing to Nokia wifi.. slow internet speed,3,13347
19229593,Singapore,North-East,Slow speed,8,13348
19154472,Singapore,East,Nil,6,13349
18769506,Singapore,North-East,"Using my own wifi mesh equipment, and not starhub's.",8,13350
21454907,Singapore,North-East,The wi-fi coverage at home is very slow at times and intermittent especially during the night. I often loose connection in the evening,7,13351
21454907,Singapore,North-East,The internet connection is intermittent. The are days when the connection breaks or it's very slow especially during the night,5,13352
6493079,Singapore,East,Internet seems unstable and keeps dropping..,2,13353
11520195,Singapore,North,Internet disruption several times a day everyday without fail.,0,13354
21440507,Singapore,North-East,10,10,13355
21440507,Singapore,North-East,10,10,13356
19870883,Singapore,North-East,overall satisfied,8,13357
18467821,Singapore,North-East,Nil,5,13358
5870029,Singapore,North-East,"Slow and Whenever patching, we need to religion which is  a  very difficult task as using TV",0,13359
13667028,Singapore,Central,M,8,13360
20344410,Singapore,North-East,"The wifi connection is good at every part of the house, and hardly experiences interruption!",10,13361
18933188,Singapore,North,We have always been very satisfied with starhub's customer service officers. Excellent product knowledge and very efficient response to our queries.,10,13362
19619359,Singapore,West,So far it works well without issue after occasional doing the setting and Re- starting and the StarHub TV .,9,13363
10890666,Singapore,North-East,Using starhub for 8 years without any issues,10,13364
6348356,Singapore,East,Every time I call always put me on Hold  and the end never solving any of my problem.,4,13365
18124856,Singapore,East,N/A,10,13366
17711570,Singapore,North,Broadband could be faster. WiFi could use network of access points for better connectivity. I would install Unify hardware if I had a chance.,7,13367
17649889,Singapore,West,The 5G seemingly not working well,2,13368
19763841,Singapore,West,router cannot cover whole area.. intermitten drop also,5,13369
11065868,Singapore,North,Q1 WI-FI reception in my en-suite bathroom is horrible.   Q2  I don't inference others on what they should sign up on. No you my business.    Q3 I May change providers if it's cheaper.,4,13370
15143291,Singapore,North,Nil,8,13371
19165032,Singapore,East,Wifi Internet is weaker than before,5,13372
11275152,Singapore,East,"Just lousy. But using StarHub TV, no choice. Will change singtel",2,13373
17815971,Singapore,East,Charges quite expensive,8,13374
18674705,Singapore,North,Tv: I only subscribe to Hotstar n yet I get intermittent transmission problem when an indicator goes round n round in a circle on the TV in the program I am watching;  stalls for a few minutes b4 resuming! 2. Phone: Wifi sometimes not available in all bedrooms!,3,13375
6327236,Singapore,East,Can do better,5,13376
6606600,Singapore,North-East,At times the speed of the internet is not stable,4,13377
14528881,Singapore,West,Price matters but is not everything. When we purchase the plan it is super fast and then gradually the quality drops,4,13378
16196907,Singapore,North-East,The response wasn't good. Slow internet speed at my side,10,13379
21794992,Singapore,North,"WiFi has been slow since installation. At times, can't even connect to it.",5,13380
21794992,Singapore,North,"In general, using my data is faster than my wifi",5,13381
22131237,Singapore,East,I had an unhappy experience with your technical support and Linksys support early this year. It took a week to resolve the broadband problem. What is more. I was the one who identified and advised your technical team to solve the problem accordingly and put into SOP!,8,13382
19349115,Singapore,East,Sometimes wifi connection is very weak even though use phone beside the router. Game will hang. Suddenly once in awhile can't connect,7,13383
22376521,Singapore,North-East,No use paying for internet that doesnt work at times,0,13384
18016374,Singapore,North-East,keep up the good service! Hope no more service breakdown for broadband or starhub tv,8,13385
18475501,Singapore,East,Nil,4,13386
19940724,Singapore,Central,"Internet provided on wifi is very slow and laggy . some time out of sudden, the signal went off and seem to have problems lasting this . honestly regret to upgrade to 2gbps, worse den using 1gbps.",5,13387
16277308,Singapore,North-East,Na,10,13388
6477478,Singapore,North,Looks bit higher price but quality of service is good,10,13389
14172476,Singapore,Central,The speed doesn't match up anywhere near my 1gbps service.,8,13390
5773788,Singapore,North-East,"Netflix don't update new film & tv program. Chanel 866 to 869, 509 to 519, u are watching same show throughout your 2 year contract.",6,13391
6030112,Singapore,East,Ok,10,13392
16082185,Singapore,East,wifi 6 not switching to stronger networks fast.. need to off on wifi on phone to link up stronger network,10,13393
16082185,Singapore,East,cheaper package would be great,10,13394
18441901,Singapore,North-East,best broadband service ever,10,13395
6446724,Singapore,West,"Very unstable, insufficient strength, not able to receive signal in bedroom",3,13396
6446724,Singapore,West,We encountered weak signal several times and need to turn off the main switch and reset,6,13397
21310871,Singapore,North,NA,10,13398
21310871,Singapore,North,So far no disruptions. All good,10,13399
21310871,Singapore,North,No issues with Internet since we signed up,10,13400
18894274,Singapore,West,Okay,5,13401
18894274,Singapore,West,Always disconnected from time to time,7,13402
14909493,Singapore,East,Overall good service!,9,13403
13763476,Singapore,East,Wifi coverage is using my hardware selected by myself. Not from StarHub,8,13404
13572193,Singapore,Central,"The broadband quality is way below expectations. We need to on and off the power of the wifi 3-10x each week. Very disruptive while internet is required at home. Called StarHub to ask and instead asked us to have a laptop at home to rectify ourselves. Cant believe the process and the time we need to invest ourselves to solve StarHub's technical issue. And we did not have laptop at home then, so the service staff said this cant help then. Will try to change our provider of broadband and other services",1,13405
12974344,Singapore,North,intermittent wifi disconnection,5,13406
18943955,Singapore,North,Yes,0,13407
5683032,Singapore,East,expensive.,10,13408
14488527,Singapore,West,"Your Internet connections is bad nowadays. It can cut off by itself quite often. This can occur anytime of the day, be it in the weekdays or weekends, day or night. When we are watching shows either on Netflix or live TV channels, it just well blank n show the message 'no connection '. Very frustrating to watch a show and got interrupted halfway especially at the crucial point. Gaming also got interrupted.  What is going on with Starhub Internet? I don't have this issue before this year. Why this is happening?",5,13409
16902483,Singapore,West,Perfecto,10,13410
6603206,Singapore,East,Speed keeps varying... signal drops are experienced as well,6,13411
6603206,Singapore,East,The broadband speed fluctuates very frequently. Ther are several occasions when the speed is very low.,8,13412
19747007,Singapore,North-East,My mobile phone i just purchased through Starhub prepaid gets often disconnected with zero signal. I am not sure if it is hardware or your reception service but it is definitely way less satisfactory.  The wifi service is horrible. I am lucky enough to get 2 bars in the bedroom.,0,13413
14268203,Singapore,West,Appreciate me as a loyal customer,10,13414
14268203,Singapore,West,Services meet expectation,10,13415
6617126,Singapore,North-East,I pay for a hub for my mum in her room as she needs the Asian channels. I don't use it but still hv to pay as I'm the main hub in the dining room Also the programmes are mainly repeated programmes due to covid yet we don't pay a discounted subscription,7,13416
13577953,Singapore,North-East,"Very fast, some issues of reliability occasionally...",9,13417
5900956,Singapore,North-East,Intermittently no WiFi and weak signal past few months.,5,13418
17614574,Singapore,North,Overall I am quite satisfied,9,13419
19426122,Singapore,Central,Changing of a single channel of $4 to a package of $15 for a revenue of Starhub . I m very dissatisfied.  Anyway I can watch the programme online don't need to subscribe from StarHub,1,13420
15050615,Singapore,Central,"Wifi can be patchy. Huge wifi box which I am sure is unhealthy to be in the home. I can get my wifi at my neighbours house but not in our back room. But, we have no choice so we carry on.",5,13421
16211273,Singapore,West,Wi-Fi is slow.,5,13422
16211273,Singapore,West,the internet is very slow. couldn't connect to the wifi from my room. speed is unacceptable.,4,13423
13496831,Singapore,North-East,Sorry no,9,13424
13496831,Singapore,North-East,Satisfy with all services,9,13425
10927112,Singapore,East,I'm happy with Starhub!,9,13426
6326242,Singapore,North-East,The recent breakdown was a disappointment.,9,13427
18594029,Singapore,North-East,Low speed and poor wifi coverage in bedrooms,6,13428
21664396,Singapore,North-East,Customer service did not answer my calls after and holding for 10 minutes. Than line was cut of,0,13429
6084318,Singapore,North-East,Am satisfied thus far.,8,13430
17894179,Singapore,North-East,"Consumer should have freedom to opt out of bundle deals or given choices as some may have existing routers eg. linksys used for many years to suddenly switch to Nokia just because it comes w the package wouldn't make sense as current network setup may not be suitable. Also there should be sufficient testing re: TV box set. Connectivity is horrible. Constantly disrupted when I watched cable channels using LAN and linksys router. Issue was never resolved and no further call back from starhub on the status apart from initial 2 follow up calls. Never had this issue when using Samsung TV box previously. Kindly test products thorough before rolling out to consumers. Since I'm not getting e full benefits of starhub plus lack of end to end customer service experience, I'm having serious thoughts of canceling starhub after the contract ends despite being a long time subscriber.",5,13431
21464473,Singapore,West,Service very slow,4,13432
19213719,Singapore,North-East,"I do not know what is wrong with it. I have to change the battery of my remote very frequently. This is pure RUBBISH!!!!. Even if I on the power remotely,  set top box will still show red. If u r kind, please send a technician down to my residence. This is insane!!!",0,13433
19630845,Singapore,Central,äœ ä»¬çæå¡èŠå¥œïŒæ»¡è¶³é¡Ÿå®¢çèŠæ±ã,7,13434
18845553,Singapore,Central,"Sometimes signal not strong, drop call ,no network",7,13435
16824962,Singapore,North-East,Your price is almost the same as other provider. Need to have rewards for long using customer.,10,13436
21850399,Singapore,Central,Pricing is abit high,8,13437
16744081,Singapore,East,Poor connection despite getting new routers. We have to use data on our mobile most of the time. Hotline is always busy. Speed doesnt meet the expectation even when bypassed the router. Cant even call to log in to complain. Planning to cancel.,3,13438
16658400,Singapore,North,Not using your equipment for wifi in my house,5,13439
16658400,Singapore,North,No comments,6,13440
21666796,Singapore,North-East,Some time I still get slow download now and then,7,13441
17327530,Singapore,Central,Broadband quality not good despite using mesh. Even TV in the same room as main router has shaky broadband quality. 2MBPS speed very expensive,1,13442
19214199,Singapore,West,StarHub taking out few channels from the Pass Channels but no replacement,5,13443
21153188,Singapore,North-East,Reliable most of the time,9,13444
12922743,Singapore,North-East,Limited channels and internet connection keeps dropping out,5,13445
16699200,Singapore,West,Nokia Wi-Fi beacon 1 connectivity issue. Wi-Fi Signal drops...,5,13446
19574444,Singapore,East,The wi-fi connectivity is poor in some parts  of the apartment,9,13447
20080942,Singapore,North-East,0,0,13448
15880878,Singapore,West,Where is my 5G connection? No signal at all I can't use 5G,2,13449
13779886,Singapore,North-East,Unstable and slow,2,13450
20922155,Singapore,North-East,Nil,9,13451
6493135,Singapore,North,"I've been with Starhub for about 30 years. The services provided were hassle-free and dependable.   Whenever I had a difficulty, your call centre was helpful, patient, and provided extremely clear instructions, and the problem was usually resolved on the spot.   A big thumbs up for your call centre representatives; their product expertise is unrivalled, indicating that the trainer was effective.  Thank you again.",8,13452
20945195,Singapore,Central,"Internet speeds fluctuate and dip quite badly sometimes. I am ok with laying $30/month but I also understand that with other providers coming in, cheaper options are available.",6,13453
11380569,Singapore,North,Nil,9,13454
13070675,Singapore,East,Experienced TV program 'frozen' when watching live on YouTube.,7,13455
15099906,Singapore,North,Speed slow,5,13456
15099906,Singapore,North,Not fast enough,10,13457
19567814,Singapore,North-East,"The network used to be very fast, however over time, drop net occurrence quite often. The mobile plan is not attractive like before. Used to have the high plan, downgraded to the lowest plan. Thinking of switching to other telco company after my contract.",4,13458
6434814,Singapore,North,Stable network and maintaining good broadband speeds,9,13459
11234647,Singapore,North,Service are good,10,13460
6607136,Singapore,North-East,Quite please with the overall experience.,8,13461
20870074,Singapore,West,Points deducted for tv box+ problems,8,13462
20079982,Singapore,East,No comment,8,13463
5958646,Singapore,North,Billing details is the worst. Billing showed I owed $93.80 all the time although actual payment due is $68.80.,0,13464
19258929,Singapore,North,"Hope it can have fuller coverage, faster speed and near zero lapse time",8,13465
21160478,Singapore,North-East,"Wifi very slow, always cannot connect",4,13466
10932002,Singapore,East,&Fast,10,13467
14245733,Singapore,West,Price is good  Reliable i would say 95% of the time  No complaints,8,13468
6138409,Singapore,North,"The Wi-Fi coverage is a problem, always",6,13469
20613270,Singapore,North-East,The internet has been stable since my sign up. However the router and wifi mesh sometimes can have deteriorated signals,9,13470
6168890,Singapore,North,Happy to have good customer service and pricing,10,13471
16250964,Singapore,West,"Overall stable performance, service is reliable. Cost has been maintained with overall maintenance of data transfer speeds.",8,13472
17835948,Singapore,West,I have StarHub broadband for almost 6 years. Never had problems. It's just works.,9,13473
17835948,Singapore,West,The service is great but the router came with the bundle does not meet with my requirements sometimes. I'm IT professional so it's not a big deal. Service is really great.,10,13474
17835948,Singapore,West,"Service is good, customer service is good, I can manage things online.",10,13475
6421854,Singapore,North,Some time willfie hang or not available no internet access,0,13476
18167873,Singapore,East,Connection is unstable,4,13477
21989211,Singapore,East,Sometimes the broadband speed drops and becomes unusable. I have to switch off the modem and do a cold restart.,9,13478
6032088,Singapore,West,Friendly,8,13479
6461214,Singapore,North-East,No comments,9,13480
21890090,Singapore,Central,"When I was with another service provider on the 500mbps plan, the speed I was getting for uploads and downloads were faster than  my current 1gbps plan! So effectively,  I am paying more for slower speeds!!",5,13481
18523318,Singapore,North-East,"Slow connection, constant Netflix Disney plus disconnect because of internet connection, terrible support - FIL place support staff provided terrible service n touted own service off the record",0,13482
6497455,Singapore,North,The price should be more attractive ie. cheaper,6,13483
22935546,Singapore,East,Nil,8,13484
5964167,Singapore,East,Support service is good and not any issues are faced.,9,13485
19898299,Singapore,North-East,Broadband drops. Needs to resets many occasions,5,13486
15052625,Singapore,North-East,i have no trouble with starhub so far. All works well.,8,13487
19565894,Singapore,West,"No reception of wifi in the last room. Router in the living room, 4rm HDB. Should provide a router with better strength. StarHub tv package and shows too expensive, while there are many alternatives out there (Netsuite, Disney+, smart TV app)",6,13488
19565894,Singapore,West,No wifi coverage in my furthest room (hdb 4rm flat),7,13489
18594119,Singapore,North-East,The connection is very slow even the router is inside my room. I cant recommend it to my friends actually,4,13490
22142333,Singapore,West,4/10: The WI-FI disconnects daily. 0: See above 10: good pricing,0,13491
18925084,Singapore,North,"Occasional service disruptions. On one occasion, had to reconfigure modem and router",7,13492
6384653,Singapore,North,Slow Customer Service,5,13493
15586747,Singapore,North-East,Satisfied!,8,13494
14156566,Singapore,North-East,Room for improvment,8,13495
11469245,Singapore,North,Very poor connection always buffering when we watching smart tv we are ready report and call customer care still same,2,13496
14247527,Singapore,North-East,8,8,13497
6448608,Singapore,North,Plan price is on the high side but I have a bundle deal so it's acceptable,9,13498
20719226,Singapore,North-East,No loyalty discount. So your customers will just switch to rival competitor for lower tv and fibre rates.,5,13499
11665328,Singapore,North-East,"I subscribe Starhub TV for the educational channels, but the number of edu channels have been reduced from 10 to currently 4 over the years. Anymore reduction of channels I will unsubscribe since it does not serve my purpose anymore.",0,13500
16655964,Singapore,North-East,Very good,10,13501
5887719,Singapore,North-East,Nokia WiFi mesh system not upto mark,10,13502
6509329,Singapore,North-East,"Firstly the WiFi coverage in my house is only limited to the living room despite the various routers we have bought to try and enhance it. Secondly, to make an recurring mthly payment of my bills upto now I'm still unable to have it done. I called many times and your Customer  Service tried to do it with me on the phone but at the end we are unable to do it. I even went down to Starhub store to seek help but they were unable to do it too. They advised me and gave me  a form to send to your billing department. This time they told me that my application was not successful because the SarHub Payment Code is missing. I tried looking everywhere for it and couldn't  find it.  If you cannot find it and solve the problem, God knows how to. Such a simple thing for almost 3 mths cannot be solved, I wonder what about big problems. I have been with you guys for more than a decade, now I'm thinking of changing to another server. It's sad, but do the ones up there know what is going on down the line",4,13503
21564279,Singapore,East,Some time no signal,10,13504
17350534,Singapore,West,Wifi very poor.,5,13505
14076884,Singapore,North-East,Being customer for many years & like the services provided a lot,10,13506
18241908,Singapore,East,Very unsatisfying with StarHub service and products,0,13507
11378523,Singapore,Central,Subscription fees have been increasing and the download speed is not as promised.,5,13508
11378523,Singapore,Central,Benefits as hubclub reduced significantly over the years while prices been increasing.,4,13509
18689515,Singapore,North-East,Nil,6,13510
14361289,Singapore,East,"There are vendors offering plans at faster speed, lower cost and better coverage.",7,13511
17740780,Singapore,North-East,Internet speed is still slow.. Its been slow for about a year..,6,13512
19520887,Singapore,East,Slow BB. Many occasion no BB signal. Fibre TV programs are old not worth the subscription paid.  Bad after service. Contacting the help desk hotline is close to impossible.,1,13513
19386005,Singapore,North-East,NA,0,13514
14175286,Singapore,North-East,NA,7,13515
19010880,Singapore,East,No comment thanks,9,13516
19010880,Singapore,East,No comment,9,13517
20155937,Singapore,North,Very  good service and no error for home internet also. Staff are very patient and good in service.,10,13518
15768910,Singapore,West,Service uptime is great. Especially like the clear and useful mobile app.,10,13519
18849357,Singapore,North-East,The connection doesn't seem consistent all the time.,7,13520
6051162,Singapore,East,"Amazon Prime membership was offered by Starhub for free for a period of time. After free offer expired, cancelled membership but still get billed by Starhub monthly for almost 6 months and still on going. Customer service keep refunding membership fees but unable to stop billing. I do not trust Starhub on any free subscription offer in future",3,13521
14268167,Singapore,East,Current plan is basic so overall it is acceptable performance,7,13522
12551661,Singapore,East,weak signal,7,13523
6072762,Singapore,North,"After using Staehub swrvice foe so many year,  this is the most regrats for the contact renewal.. Network problem,  TV+ service technical problem, make us keep calling for help...  Network suddendly stop, we cannit do our work, can not watch TV...what's Starhub doing?  Going backward? Conbine the digital TV service with internet is not a good  idea, internet down, TV also not working??? What a . Starhub not even give  the compensation for those time of lost..how to recommend othee people to use Starhub..",5,13524
18759836,Singapore,North-East,Your broadband keep having connection and network problem lately. So frustrating,5,13525
6381167,Singapore,North,Poor customer service especially on calls related to TV services. Pls ask them to call me. Thanks.,3,13526
6217244,Singapore,North-East,Good customer service.,8,13527
18745916,Singapore,North,NA,7,13528
5691636,Singapore,North-East,Poor Service Delivery,0,13529
13697919,Singapore,North-East,"Nothing to shout about, delivers adequately, but pricing is only juz about reasonable , never and dun tink there are any exceptional from other service providers in terms of loyalty privilege, or related  Juz a typical  business model , eh ...",5,13530
13697919,Singapore,North-East,"Pricing high, flexibility Zero, to be honest dun expect anything from your end from many years ago oredi",3,13531
14582332,Singapore,North,Thanks,9,13532
5974601,Singapore,North-East,Subscriped to 1GB speed but never experiance 1GB speed,6,13533
12981988,Singapore,East,"I m staying alone in a 3 room flat and my broadband coverage is not stable,  cannot reach my bedroom",3,13534
12981988,Singapore,East,No incentive to reward or entice current/ existing customers to stay on. New plans / package pricing more competitive,5,13535
12981988,Singapore,East,"No alternative competitors,",4,13536
21715001,Singapore,North-East,Sometimes the connection is very weak even though I'm right beside the router,6,13537
19352885,Singapore,North-East,"On my rating, just want to ask when a customer subscribe and pay for sport channel, yet some of the major sport event example FA Cup matches and final are not covered. Also, why regular customers need to pay so much for the coming Euro Championship. Can Starhub give regular customer a waiver to the fee or subsidise on the fee itself?",7,13538
19663210,Singapore,North-East,"At the current rate of my online games are crashing, I am mostly using my data plan with SIMBA to tether my computers, no crashes since too.",2,13539
19341365,Singapore,North-East,Poor connection and very unstable,3,13540
20548583,Singapore,North,All good,10,13541
18648474,Singapore,North,The coverage is insufficient for a 4-room hdb. There were many times when the connection dropped as well.,1,13542
14945218,Singapore,North,Broadband coverage very bad and intermittent issue very often,6,13543
15399545,Singapore,East,Just prefer starhub than others.,8,13544
16226528,Singapore,North-East,Not much discounts and freebies for long time hub members,4,13545
16617254,Singapore,North-East,Connectivity is slow even with the wifi mesh. Mesh is always orange,3,13546
13063760,Singapore,North-East,Price is high compared to other companies.  Was using your mobile post paid line for more than 20 years but with no choice I had to move on with your competitors! SSorry to say that all your products are pricey.,0,13547
20680516,Singapore,North-East,Signal weak n affect quality of my conference calls,7,13548
6561341,Singapore,North,No disruption of services.,10,13549
19081132,Singapore,Central,On demand services not available and technical help completely useless. Did not call,0,13550
22078057,Singapore,North,We have start used the broadband for 2 months and above and at this moment the wifi connection is good.,9,13551
6311257,Singapore,West,Starhub TV+ app still has problems: intermittent loss of audio (CNBC channel) in the night,1,13552
15825242,Singapore,East,"Lately, very laggy, especially watching youtube.",6,13553
6014372,Singapore,North,NA,8,13554
6225096,Singapore,East,Can't recommend StarHub tv because you removed the recording facility,5,13555
18918649,Singapore,Central,Overall experience is good but the router is average only,9,13556
19053531,Singapore,North-East,"Network was disconnected randomly, happened frequently in the past week",7,13557
19053531,Singapore,North-East,"Internet got disconnected around evening time. Tried to get in touch with the staff, and it was fine after. But the same issue still occurs each day",6,13558
18633525,Singapore,West,price more expensive than other company.. network not strong,0,13559
6253416,Singapore,North,The set up box is not convenient at all. Always giving problems. Effected my disable sister very much.,0,13560
19734422,Singapore,East,Overpriced for customers with renewal contracts,0,13561
20396352,Singapore,North,"No further comments, thanks.",8,13562
14871227,Singapore,North-East,There are times when broadband connection is intermittent which affects my work,10,13563
18926809,Singapore,North-East,0,5,13564
11443975,Singapore,North-East,Approachable and helpful services.,10,13565
18700486,Singapore,North,"Nokia router sucks, with only one port.",2,13566
20024346,Singapore,East,"Tv broadband at my area sometimes lag, but it's ok after few seconds",8,13567
15434036,Singapore,North-East,Experience wifi intermittent lag in my area.,7,13568
19050651,Singapore,North-East,Base on my experience so far,7,13569
20880439,Singapore,North-East,"Range is pretty bad, disconnects a lot, Need to restart atleast once a day",5,13570
20121788,Singapore,Central,Sometimes it drops out. Right now it's down and we can't get it to work.,3,13571
15108351,Singapore,East,Adequate product offering but pricing can be more competitive!,7,13572
15108351,Singapore,East,No comments,6,13573
13607608,Singapore,North-East,Wifi is not strong and extremely weak in the bedroom,6,13574
19345136,Singapore,North-East,very expensive rates for basic service.,0,13575
14552983,Singapore,North-East,Connection is horrible.,5,13576
19158653,Singapore,East,Satisfied with the discount given for recontract,8,13577
17603909,Singapore,North,"The wifi only works in the room with the modem. The moment we walk away, connection is weak. Sometimes it is weak, even when in the same room",7,13578
18087757,Singapore,North,Starhub has always taken a keen interest in its customers and the rewards are usually great!,10,13579
5769329,Singapore,North-East,Very help and efficient staff and service,10,13580
5769329,Singapore,North-East,Good service,9,13581
22388862,Singapore,East,Tv always disconnects,3,13582
19373456,Singapore,North-East,"Poor connection, actually I also contract with my republic for Starhub failing service",5,13583
19473298,Singapore,North,Signal  drops intermittently at times.,9,13584
5982692,Singapore,East,.,4,13585
21546209,Singapore,North-East,"For the first qn, I accidentally put 4. Should be 7. Coz certain times for about one or two minutes there is no signal at home.",7,13586
5783249,Singapore,East,Coverage is very low for a mansionette. No recommendation was given during that time. Hope this can be improved when I recontract next month.,7,13587
6104134,Singapore,North-East,Wifi coverage signal poor,5,13588
19073452,Singapore,North-East,"Starhub TV too expensive. Should have free major sports events, like in the earlier days.",8,13589
21261565,Singapore,Central,"Q3, not using starhub router,  invalid question.  So far no issue, good",8,13590
21261565,Singapore,Central,I hv no issue so far.,9,13591
11298053,Singapore,East,"Recently recontact broadband with starhub tv. After recontact, need to keep on rebooting my WiFi to connect to the TV. After TV is connected, my other devices encountered intermittent drop video call or lagging. Very poor compare to previous.",5,13592
15790682,Singapore,North,Not stable,2,13593
13187703,Singapore,East,"Sometimes, connection is slow and very hard to contact customer service",6,13594
20406053,Singapore,Central,"Broadband is occasionally slow, despite being on 2gbs plan. Wifi extender provided with plan is not powerful to do its job",6,13595
19486359,Singapore,North,1) For mobile internet is quite slow and not so good connection . 2) I cancel the smart support and still can't get feedback from StarHub  3) Star Hub operation for discussion with officer is not easy and convenient,5,13596
13935314,Singapore,East,I'm the Korean movies n dramas fan but quite disappointed with no more Chinese subtitles in these recently  It's a bit slow sometimes n need to turn off router n modem for 15 mins,6,13597
13935314,Singapore,East,It's a bit more expensive than other broadband services,9,13598
15062131,Singapore,North-East,I live in a 3 room flat and find it unacceptable that sometimes the wifi connection is weak. If my house is big I can understand but with a small home it's strange that the connection can be weak.,5,13599
19198355,Singapore,West,It needs to improve the customer experience.  When i subscribe they did not tell me that my other sevices like mewatch and other such apps are not possible to view.,6,13600
19291716,Singapore,West,"StarHub is appalling, especially StarHub TV.",0,13601
22741289,Singapore,West,The signal.at time is weak n disconnecting,7,13602
22057998,Singapore,Central,Not steady,5,13603
18460583,Singapore,Central,No,5,13604
11134231,Singapore,Central,"Just renewed 1 month ago, have been using the same router for 3-4 years with no complimentary upgrade",6,13605
11134231,Singapore,Central,Nokia Router signal seems weak,8,13606
6678803,Singapore,East,More expensive than competitors.,5,13607
6678803,Singapore,East,Your broadband connection randomly shuts down. I have lost count how many times I had to restart router. The bandwidth (speed) I get is not the bandwidth that has been advertised and paid for. And I have been with you guys since the start.,2,13608
6447200,Singapore,North,"Internet connection is Unreliable, WiFi is more Unreliable.  Calling Customer Service to be told that there is no problem with Internet Connection is more frustrating.",4,13609
6447200,Singapore,North,Wifi and Internet availability fluctuates or disconnects 2-3 times daily.,7,13610
5848871,Singapore,North-East,Not working well at initial installation,8,13611
6105195,Singapore,North-East,Wfh has been disrupted a couple of times within the past 6 month,7,13612
6165436,Singapore,North-East,ç³è¯æ¶ïŒéœèœèå¬é¡Ÿå®¢çâå°éŸâïŒè®Ÿæ³è§£å³ã,8,13613
14355561,Singapore,East,,9,13614
19659402,Singapore,East,At least better than singtel.,7,13615
6458240,Singapore,North,Sometimes the signal isn't very strong. But overall good,10,13616
20456694,Singapore,North-East,"My contract is expired but Starhub did not contact me for renewal. There's no value in being a long time customer such as loyalty discounts, etc",3,13617
18834509,Singapore,West,Keep up the good work.,10,13618
21281346,Singapore,North-East,not so satisfied. always no signal and logging even watch youtube only. Signal always lost. We are 4 at home only sometime 3 or 2 still low signal. Very poor. Even zoom meeting always logging. Not satisfied and recommend at all. Waiting for contract to finiah and we will not renew anymore.,3,13619
20266371,Singapore,West,Price is reasonable but sometime the signal is very weak..,5,13620
11125111,Singapore,North-East,Very service oriented personnel friendly and helpful,10,13621
5721669,Singapore,North-East,Times to upgrade,5,13622
12319130,Singapore,North,Affordable & stable connection,10,13623
19292196,Singapore,West,No proper network at all places,0,13624
16580875,Singapore,North-East,I have been trying to have a technical issue fixed for 2 months. Every time I call back in I am told someone will fix and contact me back in 48 hours,0,13625
20827019,Singapore,East,"Recently the broadband has been terrible. I've made several calls and see no changes. Maybe you can start there,  to fix the issue.",6,13626
20093808,Singapore,Central,unstable connection,4,13627
12349850,Singapore,North-East,Lousy customer service and lousy network provider.,0,13628
14941410,Singapore,North-East,Overall speed and pricing can be improved,8,13629
20447094,Singapore,East,Good pricing. Excellence Service.,10,13630
20447094,Singapore,East,Good Promotions. Excellent Service.,10,13631
16263350,Singapore,East,"I am neutral on Starhub. As I do not watch most of the program but only news like cna, cnbc, cctv etc",5,13632
20895900,Singapore,North-East,"Contract renewal is very troublesome, no auto renewal is allowed, have to call them but hotline is hard to reach. I suggest to have auto renewal to save the hassle",7,13633
21673032,Singapore,East,Coverage can be slightly spotty at times. Otherwise its alright,8,13634
21321907,Singapore,North-East,More laggy lately,5,13635
6600802,Singapore,West,Connection to internet slow,6,13636
20908141,Singapore,North-East,Connectivity speed is alright but allocated bandwidth is not good. Experienced a few service outage.,7,13637
20205650,Singapore,East,Nothing seem working like I expected from Starhub,0,13638
5884391,Singapore,East,Very expensive compared to other telcos,0,13639
5884391,Singapore,East,Slow internet and sometimes no internet,1,13640
5884391,Singapore,East,Expensive and slow internet at times no connection,2,13641
21335347,Singapore,West,Wifi always slow.. always disconnecting. Not reasonable with the price plan given.,5,13642
18804028,Singapore,North-East,Nil just good service,8,13643
