ROUTERID,Device Type,Signal Decibel,Data Downloaded,Data Uploaded
20903,Smartwatch,-52,269345184,111003137
2019,Tablet,-66,92156633,353582197
4683,Smart Speaker,-80,259845193,510255659
9759,Smartwatch,-80,892674764,748052762
8821,Smartwatch,-85,419267250,301273010
12429,Tablet,-61,902906934,634651928
8314,Smartphone,-55,379600608,227497659
12927,Gaming Console,-55,838906145,118547063
3283,Gaming Console,-76,244412742,969565994
17086,Printer,-52,893841075,282998493
16984,Smart Speaker,-70,40340776,63888220
11881,Gaming Console,-76,141591425,698853896
4696,Laptop,-73,391466311,407159432
3105,Printer,-91,401972732,266677802
11659,Tablet,-87,720580710,280260427
18766,Smart TV,-79,175280984,153344195
4179,Smart Speaker,-91,780984198,299422675
521,Smartphone,-65,159301892,829256542
16419,Laptop,-79,756468539,531377287
7824,Security Camera,-57,668694438,554497837
175,Tablet,-87,180010528,274932427
18630,Security Camera,-79,309751731,984499489
19230,Smartwatch,-61,137289312,441027562
4042,Printer,-87,106562675,6271613
110,Security Camera,-94,960258642,369975761
18447,Tablet,-74,26758661,823831976
2385,Smart Speaker,-74,154754922,975878579
20385,Laptop,-55,839747212,769933628
1272,Laptop,-94,39188074,809694070
22713,Smartphone,-75,514191744,284933568
1967,Smartphone,-91,283290124,983499705
4295,Laptop,-62,693608717,214789192
954,Security Camera,-94,444039580,322670276
18782,Laptop,-71,525955094,50143425
10108,Smartwatch,-64,89110340,263115928
12905,Desktop,-61,14348485,664337099
23178,Smart Speaker,-51,870657574,939838648
7973,Gaming Console,-74,216515462,584544661
6410,Smartwatch,-65,270784447,367106843
21208,Laptop,-94,152817485,328228462
10371,Smart TV,-84,218682340,250593733
5946,Smart TV,-52,149971472,859951465
9587,Smart TV,-62,548594244,149355799
1866,Desktop,-93,365363293,23816422
13053,Tablet,-94,558881547,264134526
12925,Smart Speaker,-81,992616739,415466841
16365,Gaming Console,-62,889063127,672033548
19704,Tablet,-59,336265504,880964718
18946,Laptop,-54,163197338,474304755
13686,Tablet,-50,169834533,972610612
19073,Security Camera,-52,881490526,663215657
17337,Laptop,-72,450543720,503073004
6348,Smartwatch,-79,810002597,359831821
16738,Desktop,-56,931796852,641599648
11414,Smartphone,-50,222044603,952657436
2185,Gaming Console,-51,920620506,602082743
8993,Security Camera,-66,354873706,789769631
2036,Smart Speaker,-68,812939988,811994654
4880,Desktop,-60,300999071,575876240
10901,Smart Speaker,-97,582781777,174863536
9698,Smartwatch,-84,774563477,131187520
5153,Smartwatch,-63,592143354,67621299
20673,Gaming Console,-100,217964645,880859109
23083,Smartphone,-58,902664548,344571757
5276,Smartwatch,-66,462849547,931180877
9377,Tablet,-76,800725322,373672632
5736,Printer,-87,520144832,977765663
15485,Gaming Console,-67,380123274,35318032
22367,Tablet,-99,87307301,6977398
2939,Smartphone,-59,359089402,566925484
18997,Smart Speaker,-97,985576104,856874491
4899,Printer,-99,941188788,630363283
9065,Gaming Console,-90,538970493,597425086
6805,Gaming Console,-99,887307214,403852461
4500,Printer,-85,810176123,828617394
14520,Smartwatch,-57,550379731,590263690
13338,Desktop,-52,63211380,75288778
12480,Smartwatch,-94,116152980,336230068
19426,Smart Speaker,-72,386717401,833884061
12892,Desktop,-79,279514571,757106913
2275,Printer,-89,149890868,408849027
209,Smartwatch,-67,191318283,593170196
2125,Security Camera,-92,520745438,583773721
15009,Tablet,-100,495113956,10464522
15870,Smart TV,-92,47614593,172394457
23342,Tablet,-87,842777021,556861620
14323,Desktop,-57,612766189,867829443
3762,Printer,-59,658550418,976989058
6531,Laptop,-99,874216270,367731632
1018,Smartphone,-59,760310504,465029434
8398,Smart Speaker,-58,259200333,164060764
17180,Gaming Console,-65,554073007,988733929
22018,Smart TV,-91,484994871,46370123
14448,Laptop,-57,617383896,403535923
19132,Smartphone,-77,171030830,603559146
3711,Smart Speaker,-72,1991878,903434860
23660,Security Camera,-68,248366334,926076576
7830,Laptop,-53,22254516,281522546
5566,Smart TV,-89,895239013,982794343
23522,Smart TV,-55,908671619,998678114
1985,Security Camera,-97,709492974,92755549
13647,Smartwatch,-79,442879160,473061327
14002,Smartphone,-61,834206776,374600872
15920,Smartwatch,-100,981840204,317598086
11820,Desktop,-67,954407225,67052246
16604,Security Camera,-53,229352958,858553948
2268,Printer,-74,50987722,348407074
3624,Desktop,-88,85156037,334334913
1085,Tablet,-95,401392905,747017981
4025,Smart Speaker,-77,197793390,740972657
7655,Laptop,-89,225618312,818739948
11086,Smart Speaker,-83,431663731,899042297
9873,Laptop,-95,200520633,90000686
5813,Printer,-70,769648050,154117277
19182,Smartphone,-87,102771021,841636795
16904,Printer,-75,635654690,362267633
8385,Security Camera,-76,816729131,308756716
4442,Gaming Console,-70,241991025,765243025
3931,Security Camera,-66,448683827,917931040
15347,Security Camera,-90,343614267,774438469
13956,Smart TV,-96,906902512,791772772
1673,Smartphone,-73,669998047,818374028
11276,Smart TV,-95,568719258,369674996
17589,Smartwatch,-91,157045259,146541718
11667,Smartphone,-82,184919415,979616068
18848,Desktop,-50,414263465,758962156
16706,Smartphone,-70,319576658,275962334
23334,Tablet,-94,480073588,473343662
20813,Smartphone,-68,661426528,912395023
23664,Smart TV,-68,224751302,172620961
23527,Smartphone,-72,992635647,110452273
8387,Gaming Console,-72,816184559,494671051
11464,Tablet,-71,708774863,892839829
12514,Smart Speaker,-79,57569083,643187588
15020,Smartphone,-58,957557771,615324090
14399,Smartwatch,-53,657232618,868663955
21512,Security Camera,-72,315454982,487921496
8393,Printer,-62,357834140,920073817
328,Smartphone,-67,673319619,969844994
3496,Printer,-70,727195430,73748621
19288,Smartwatch,-81,87684918,954658598
11267,Security Camera,-70,511540098,474277883
15157,Laptop,-51,224005465,305018197
6624,Smartphone,-87,886423151,585066707
18875,Smartwatch,-88,12220060,470244335
18673,Tablet,-73,446875129,838029015
11670,Desktop,-89,217954779,684647139
15064,Gaming Console,-59,412107742,779786686
3290,Laptop,-61,917000941,774459536
9311,Tablet,-66,345758921,901873241
15282,Tablet,-81,903819540,776516261
9723,Printer,-87,816123215,659861685
14595,Smart TV,-52,399645356,449209196
20781,Tablet,-60,600653028,461908073
23110,Smart TV,-57,673700082,782491467
13611,Laptop,-91,534395139,743220736
9897,Smart TV,-60,433737139,744267373
4279,Laptop,-85,420183277,223782950
16577,Security Camera,-72,260124185,139820111
11134,Security Camera,-60,917502918,707552213
12734,Smartwatch,-53,250426429,500151888
20276,Desktop,-90,885883341,176043801
5456,Smart TV,-87,801777658,429563943
5491,Laptop,-52,195038903,199800452
23332,Printer,-57,827538918,346478917
10041,Security Camera,-96,122708600,994454141
13445,Printer,-70,494343006,710839368
918,Gaming Console,-50,770035488,339418385
7023,Tablet,-94,603630697,913824147
5996,Desktop,-69,306673936,134894938
20074,Gaming Console,-63,678837888,544905645
19952,Printer,-100,89033927,669441613
13672,Smartphone,-62,726560458,817078260
19525,Smartphone,-81,392412578,97171672
6401,Printer,-50,680818358,75716971
178,Security Camera,-60,116227274,405012448
5195,Security Camera,-96,309826827,879697084
8128,Security Camera,-95,590548777,629963394
14022,Gaming Console,-66,904274439,422141173
9855,Smart TV,-85,250014295,390049992
20921,Desktop,-89,926399272,534032609
20081,Laptop,-53,749552097,144899723
22598,Smart Speaker,-81,692920061,165549444
3388,Gaming Console,-66,748782217,518267965
3199,Smart TV,-68,799802142,619468686
13739,Smartwatch,-69,635346765,139150735
2771,Gaming Console,-62,918618650,873141628
6525,Laptop,-89,10280095,590340319
20794,Smart Speaker,-67,776976056,630590566
16675,Desktop,-73,725615433,243403945
16534,Security Camera,-66,168685842,198594798
17510,Desktop,-56,135399622,378976770
20426,Laptop,-76,532738706,426151231
22530,Smartphone,-69,864250302,149758698
2790,Gaming Console,-62,918327918,260823013
6787,Tablet,-95,538951930,94658565
21768,Security Camera,-92,719282241,892289265
5288,Smart Speaker,-63,574614603,252066538
5568,Smartwatch,-53,873891623,779493483
10953,Tablet,-87,794892200,544597323
8780,Tablet,-74,313039196,189879891
11492,Security Camera,-61,840656720,12863233
15090,Smartwatch,-85,750193687,283799525
6918,Gaming Console,-51,747131178,972606052
8106,Gaming Console,-87,156810362,693157438
12807,Smartwatch,-76,285142713,198068250
17177,Security Camera,-81,75748882,91739692
11362,Security Camera,-90,833625435,710768602
22581,Tablet,-87,68215301,809956945
12717,Gaming Console,-69,251310904,920664504
14895,Desktop,-80,946255253,875504943
15676,Desktop,-84,610825033,711504475
20924,Smartwatch,-79,553985531,750868265
6189,Printer,-55,483205856,821678047
19121,Printer,-53,42146354,291248229
12534,Smart TV,-57,430590276,528285186
1808,Smartphone,-62,954372291,568068815
12459,Printer,-85,886792598,97548577
18680,Tablet,-74,69280669,850720619
17756,Smartphone,-94,502371753,543253750
2398,Laptop,-72,278760246,184582367
15696,Smartwatch,-69,873409186,964212977
2571,Tablet,-93,493558482,964677340
12689,Smartwatch,-66,507874538,247139231
23684,Gaming Console,-58,376660572,258445293
18180,Smart TV,-53,385589943,325766892
20287,Laptop,-73,768700919,878718672
21283,Gaming Console,-86,986852045,992371640
16363,Gaming Console,-58,190427811,115957390
857,Security Camera,-54,35293926,936145090
20642,Tablet,-56,944644470,445851662
9208,Smartwatch,-62,943180233,111127494
9299,Printer,-68,911618794,889721473
12048,Gaming Console,-92,563953928,721657060
2192,Security Camera,-51,662431019,743929601
23301,Smartwatch,-93,634238144,158607455
1190,Desktop,-93,559868073,946609630
12441,Smartphone,-91,127642215,805747914
431,Smart TV,-96,162820802,474038841
4419,Security Camera,-53,310895622,444057645
22699,Security Camera,-56,416318058,7480720
18901,Smartphone,-65,146705439,87920271
8391,Security Camera,-51,567159062,853320137
10707,Printer,-60,134826019,494550376
5165,Desktop,-66,923714962,513409581
16208,Smartwatch,-58,77780021,368237183
19548,Smartphone,-96,421901322,815200419
12469,Security Camera,-81,674434493,600345339
4116,Smart Speaker,-82,141055384,741626110
11553,Smart Speaker,-71,129422157,841534857
20479,Smartwatch,-74,582797627,752212057
11558,Smart Speaker,-63,241040680,473496876
15410,Desktop,-51,352679501,634079483
8723,Gaming Console,-55,550678876,507062626
22866,Laptop,-78,98903626,1971799
16525,Smartphone,-57,544893088,396459760
13755,Smartphone,-65,612541366,86069826
2053,Desktop,-76,66747689,990614138
2690,Tablet,-59,256253817,25458483
15053,Security Camera,-73,296062583,875999096
10391,Desktop,-73,571189995,790062706
20454,Laptop,-100,220313723,144674044
21079,Gaming Console,-68,713927984,277899445
9892,Laptop,-79,195741386,432220962
14904,Gaming Console,-82,82243505,825802684
1993,Smart TV,-67,915768805,901957469
4166,Laptop,-79,885717101,931772662
6689,Smart Speaker,-52,213942104,189535402
2425,Smartphone,-67,521618782,582899074
4171,Smart TV,-68,588848639,201515112
18287,Printer,-64,89179049,857279053
9730,Tablet,-64,845743575,536644981
1252,Smart TV,-98,122084886,771868522
17518,Desktop,-53,605979653,848495504
135,Security Camera,-93,971568002,110260717
19396,Smart Speaker,-80,355640602,797636960
1755,Smartphone,-77,339148945,676217621
8173,Smart Speaker,-71,590917565,261314644
15988,Tablet,-81,576440575,892748880
884,Smartphone,-85,300766200,710414887
10452,Security Camera,-97,476123238,468299109
17081,Desktop,-82,856471463,737316629
18989,Tablet,-71,713227729,827344878
6728,Printer,-90,408630243,197813998
18398,Desktop,-98,347997720,282396535
6099,Printer,-53,583143730,129039219
23184,Gaming Console,-57,634657489,115005878
13702,Smartwatch,-88,152760622,956735212
1310,Tablet,-81,195532163,979024688
17127,Printer,-57,191243949,889385431
19890,Printer,-65,702419054,421470214
5332,Smartwatch,-58,597925027,135577234
1931,Security Camera,-95,555887747,430877310
21931,Desktop,-94,590616784,412603985
17865,Gaming Console,-84,977185290,235425374
5285,Smartphone,-54,249399266,287482984
14228,Laptop,-59,608817316,706502914
13830,Smart TV,-88,75689416,69679532
15154,Printer,-80,10916697,781025612
19061,Printer,-75,609197900,583717468
1151,Desktop,-98,361097137,691284660
2493,Tablet,-81,249574406,783796108
4422,Smart Speaker,-84,454496989,158178629
3027,Smart Speaker,-60,195562434,527970567
21125,Security Camera,-78,910496035,45946963
12896,Smartphone,-99,834760391,522021911
23044,Smart TV,-82,751479774,74674879
3968,Smartphone,-63,197888130,264446130
18524,Tablet,-75,161621392,5153384
16872,Laptop,-78,29967443,296865398
5202,Tablet,-65,81713999,337721629
10206,Smartwatch,-96,114344135,981533487
8352,Smartwatch,-52,566451548,664946614
11154,Laptop,-58,365798359,194435840
1450,Smart TV,-95,227907087,34958429
20787,Security Camera,-88,964361650,932943965
13346,Smart TV,-99,438943766,709065259
10602,Printer,-99,229127958,113880784
15791,Desktop,-89,583185139,685869644
19897,Smart TV,-70,451227300,406887374
91,Smartphone,-80,496233079,666257127
5023,Smartwatch,-51,798965415,569615934
5861,Tablet,-73,237978243,122342525
12668,Gaming Console,-74,76302178,868484508
16270,Smart Speaker,-83,172371257,151936542
3712,Laptop,-70,27675909,516585739
12274,Smartphone,-84,747749266,461000316
20551,Smartwatch,-82,693970248,314504832
3781,Printer,-63,667163998,740148373
13899,Laptop,-88,631418736,543485140
3891,Smart TV,-57,373434983,702661007
11694,Security Camera,-83,168433071,273439811
6533,Desktop,-90,935786199,322112787
1329,Gaming Console,-91,744310549,727960482
21904,Desktop,-70,829279436,490259684
8637,Laptop,-88,660876257,11937063
19410,Desktop,-92,519393413,74606138
22412,Desktop,-84,89655609,809034187
7679,Printer,-100,583147745,659073648
7512,Smart TV,-98,663710391,741314743
1319,Smart TV,-93,450077096,278837486
23445,Gaming Console,-68,832376315,844839637
21521,Smartwatch,-51,602215730,844635480
15449,Tablet,-70,589934436,759176398
7889,Gaming Console,-52,321999532,434045435
22310,Gaming Console,-71,716141784,891922099
23614,Smartwatch,-100,255556853,93709114
3333,Desktop,-85,986359983,152130622
10957,Smartwatch,-55,4522382,151465934
18323,Smartwatch,-67,552073104,482436918
9202,Smart TV,-60,204759540,437794084
8982,Tablet,-75,245400502,420578689
20462,Security Camera,-75,618410787,132690564
16040,Security Camera,-50,637238471,540798278
2745,Laptop,-66,37564988,675615955
3513,Laptop,-97,672819746,284064591
10205,Desktop,-65,185271280,169349443
5756,Tablet,-78,740362010,756629218
12621,Gaming Console,-72,622888708,306738488
4137,Smart Speaker,-64,565133996,943218697
2689,Smartphone,-99,457887014,75436174
7333,Smart TV,-63,768603782,490173487
10037,Security Camera,-56,172277386,678876124
4204,Smart Speaker,-90,83977500,247761359
17110,Smartphone,-67,455408238,905408596
14285,Laptop,-82,186363254,227919083
5735,Desktop,-90,63738118,403622928
22753,Tablet,-70,553547825,687885876
15443,Gaming Console,-59,386811571,399503451
21195,Gaming Console,-68,142803408,866830871
10984,Smartwatch,-53,305285699,255885866
3642,Desktop,-50,46098223,48052236
21605,Smartphone,-100,941848208,247837892
17492,Desktop,-59,138106809,621326080
14419,Desktop,-67,881761613,537246320
6663,Security Camera,-100,311005942,721220959
13669,Desktop,-52,981749456,970453646
15125,Smartphone,-94,896412724,874920674
14598,Gaming Console,-63,671447137,804294172
3376,Desktop,-94,977218368,232502185
13339,Smart TV,-94,460845301,377202055
5985,Smart TV,-51,262881601,925143207
1457,Laptop,-94,657960562,840532803
22384,Tablet,-79,295968648,858237385
17871,Smartphone,-87,60830410,945657057
19194,Laptop,-51,37607034,650180115
2828,Tablet,-59,581098030,907199078
7584,Smart TV,-88,413217989,218605112
17680,Smartwatch,-61,515074481,962952374
18339,Smartphone,-81,889863960,724249264
18530,Smart Speaker,-77,768566494,132208510
3252,Smartwatch,-69,327251897,635831435
4202,Gaming Console,-66,930639149,396042840
19744,Smartwatch,-86,191800688,1483686
13317,Smartwatch,-86,185503812,310214124
16277,Smart Speaker,-99,677659776,62903716
12081,Smart Speaker,-86,865977818,304261366
22929,Smartphone,-83,907706681,744843700
20078,Security Camera,-67,858118441,994184103
10211,Printer,-77,658999839,611869679
4358,Desktop,-79,95557068,342238826
4434,Laptop,-61,890503762,98965946
16212,Gaming Console,-85,169162508,416238865
18413,Desktop,-78,702475591,758236840
6613,Security Camera,-97,446414804,189761525
11001,Smartphone,-94,968437945,39383412
8374,Smart TV,-100,25697726,316277531
2939,Laptop,-85,606324127,995052128
8225,Security Camera,-87,752827597,214366397
15860,Smart TV,-50,285575204,560832196
18854,Smart Speaker,-66,54508379,176027230
4239,Smart Speaker,-93,201708709,872888153
17033,Smart Speaker,-70,311705872,974951071
18697,Printer,-79,530371146,438722854
13756,Smartwatch,-72,829739319,399022332
11646,Smart TV,-63,91498511,131552161
4675,Security Camera,-65,343042092,258376382
12917,Gaming Console,-78,167874506,836172876
10741,Smart TV,-54,918933664,568933599
22513,Smart TV,-82,315363367,972934512
14256,Laptop,-88,430435957,719258759
19513,Smart TV,-53,323864658,95198684
13170,Smart TV,-88,957110030,281735406
21358,Laptop,-85,685924870,695548851
23265,Security Camera,-82,11633963,646107930
15711,Smartwatch,-59,417460317,262494855
18758,Security Camera,-56,825205957,272690695
21496,Desktop,-67,821942434,829137296
18604,Tablet,-78,555094344,91325646
18488,Tablet,-52,86184460,967959246
19891,Gaming Console,-71,528677795,583168118
18533,Tablet,-59,517103260,81689380
10067,Laptop,-92,818470561,726599284
3082,Security Camera,-65,550411414,968251324
7830,Laptop,-81,584366396,645135073
2946,Smart Speaker,-50,654798574,683766482
19645,Laptop,-73,852561050,325577357
21170,Smartphone,-55,777514165,341931344
16583,Gaming Console,-97,990392069,396979706
22860,Security Camera,-55,479008001,503136640
4488,Smart Speaker,-78,776085910,40799892
3889,Laptop,-54,829582832,970008272
14240,Smart Speaker,-51,768982417,794498044
13221,Security Camera,-78,884104457,241479314
9380,Laptop,-90,969325638,834890422
23418,Smartphone,-90,952909558,771258753
7678,Smartphone,-71,185299183,739948603
11330,Gaming Console,-64,346940713,280973039
14986,Smartwatch,-93,935563345,465900349
2380,Gaming Console,-52,149552324,728450342
16461,Smartwatch,-77,142768504,406800822
19234,Security Camera,-68,603491775,457170937
14922,Smart Speaker,-78,334794115,753815691
9434,Smart Speaker,-95,95840625,865398590
23181,Smart Speaker,-62,172615722,782302734
17022,Laptop,-77,129858389,485925802
13246,Tablet,-57,209176692,857518428
803,Security Camera,-82,443666765,802438090
5839,Tablet,-94,30589275,709490274
7524,Laptop,-81,518612728,812019836
16781,Printer,-77,506953783,467138151
14696,Smartwatch,-73,30420014,101006855
8689,Smartwatch,-59,418039758,152576983
3142,Smartwatch,-62,559488764,550468576
13348,Smartphone,-57,703814686,163348848
16464,Desktop,-90,279053123,209859183
11753,Tablet,-95,967426504,326814940
7743,Tablet,-81,416549473,671681987
16589,Tablet,-88,991670215,545395021
5853,Desktop,-68,812367930,481269539
3557,Desktop,-77,234897222,247259849
2324,Desktop,-50,502175315,851319532
10296,Gaming Console,-99,818982716,275162008
12614,Tablet,-99,700370835,456581619
19067,Printer,-72,856981419,480214290
23274,Security Camera,-54,336515162,497637394
17769,Security Camera,-97,859828765,914519615
8862,Smartphone,-56,700116408,327928948
998,Smartphone,-57,421237592,397486192
4832,Smartphone,-57,234707598,108283847
14137,Smart Speaker,-94,425031345,992848830
14439,Desktop,-71,617325773,187181590
22275,Smartwatch,-60,146127359,329629303
14294,Desktop,-83,346585993,553098561
2071,Smart Speaker,-70,17408911,688095318
7266,Printer,-88,47306575,454694083
22618,Smart Speaker,-61,621248520,64527884
22717,Printer,-81,285019923,927199674
3862,Security Camera,-66,668359008,942031895
16665,Printer,-68,868550261,142576309
15797,Desktop,-67,770122529,192120334
17777,Security Camera,-87,395234795,562410562
27,Smartwatch,-74,703555217,473113403
9832,Gaming Console,-70,349227485,50926323
5202,Smart Speaker,-53,847838905,526978447
12927,Smartphone,-81,344075934,601059010
23642,Printer,-77,323986815,537811579
771,Smart TV,-53,223239036,459623502
739,Smart TV,-55,407987798,625332188
10041,Security Camera,-62,944902113,425074830
13505,Smartwatch,-70,682845813,643716192
5889,Smart Speaker,-53,225270477,717196156
11603,Security Camera,-81,139861287,455189837
20901,Smart TV,-91,477830310,345631740
11182,Smart TV,-97,535711204,414769512
19852,Printer,-89,558534852,220314254
21553,Security Camera,-79,468118734,264262197
18206,Laptop,-58,932383441,816126573
10908,Security Camera,-79,378754186,637573200
12906,Security Camera,-77,148325064,579864079
11952,Printer,-82,869818282,552205959
14192,Gaming Console,-74,727272791,905296300
2042,Security Camera,-91,431413201,572281105
21700,Smartphone,-100,523299212,267573664
21748,Gaming Console,-84,834473833,211972787
18782,Security Camera,-81,561374106,89346857
2247,Smartwatch,-85,61090614,828926355
19916,Gaming Console,-73,339072249,721969015
9773,Printer,-70,978870124,727361272
4649,Security Camera,-100,833177781,233939483
6305,Smart Speaker,-81,707013948,126023444
8286,Smartwatch,-92,607718165,47575869
6655,Security Camera,-72,361154857,252014538
17146,Tablet,-68,192162853,12944708
3411,Gaming Console,-88,135555667,830469335
4932,Gaming Console,-77,532892530,417089581
11091,Smartphone,-83,797771834,804771111
15935,Security Camera,-79,255974277,377960507
21972,Desktop,-95,746522752,510848144
4153,Smart TV,-77,711347026,743847112
21660,Gaming Console,-81,152246114,513656090
11256,Smartwatch,-88,371297064,925640399
7165,Printer,-95,769615332,223233517
3812,Gaming Console,-84,284772341,401105077
7814,Security Camera,-86,522635085,45631146
4448,Smartwatch,-92,841442880,133886929
7416,Smart TV,-78,3846503,155249882
2115,Tablet,-67,567109366,145044171
22892,Desktop,-99,709548959,607835410
260,Smart TV,-59,550109432,666766985
4527,Tablet,-76,899500495,588471158
1595,Laptop,-90,483279105,100615751
5202,Smart TV,-98,756642752,230143031
8257,Laptop,-78,686263093,240011662
4584,Security Camera,-63,86148688,934331819
13711,Smart Speaker,-78,907416539,953616597
10901,Laptop,-65,969646445,112526851
13584,Tablet,-74,226081919,360782756
20247,Gaming Console,-91,242508363,301298739
2352,Smart TV,-81,826259434,126558305
16143,Smart Speaker,-69,279263962,190790072
5377,Printer,-80,457400507,307537249
17695,Printer,-55,234071985,8273894
3701,Smart TV,-55,351652336,95629182
6809,Smart Speaker,-90,339592732,169073897
14356,Smart Speaker,-53,404267655,893565445
1913,Laptop,-87,499573257,573352051
18985,Smartwatch,-84,668700016,375253713
8997,Desktop,-92,818965544,992316571
16605,Smartwatch,-62,967598154,452786343
11549,Desktop,-93,971444686,634450231
18980,Desktop,-90,8864872,329300545
13393,Laptop,-99,266643728,478476270
20886,Laptop,-61,705591691,400508613
19802,Desktop,-97,95998867,729911170
2888,Desktop,-65,659186046,586758915
10101,Printer,-70,100998910,39745552
4595,Security Camera,-79,446312724,187673317
10415,Smart Speaker,-51,658093834,97819993
8758,Tablet,-55,484065932,626882132
2923,Gaming Console,-95,633656383,442067219
1618,Printer,-63,104911212,127725016
21373,Desktop,-60,437604445,44756110
23005,Tablet,-50,689235067,731918470
16531,Smartwatch,-68,54558463,60392455
17737,Security Camera,-64,793076111,108167057
15427,Gaming Console,-96,794589068,498784959
18702,Tablet,-99,123587493,871459367
19240,Security Camera,-71,425363706,654817685
12314,Smartphone,-55,934551735,33390642
19410,Printer,-73,59719798,901785713
19263,Smartphone,-58,89488875,665749500
17650,Smartphone,-87,915630426,893609239
793,Laptop,-93,809226139,110704658
4159,Laptop,-84,510728632,626825734
11098,Smartwatch,-77,968937155,400540594
1006,Smartwatch,-59,749511311,887271965
12860,Smartwatch,-72,139852024,349871576
9899,Laptop,-72,337886406,592800732
12610,Security Camera,-72,104530130,643147778
2654,Smart TV,-100,232187752,987604795
4213,Gaming Console,-73,447517587,526578672
4291,Gaming Console,-87,920411610,753017149
19711,Smartwatch,-52,772772134,989314183
20468,Tablet,-65,683619159,357758502
10604,Smartphone,-95,734441191,457135492
18749,Gaming Console,-61,241681862,645343921
23707,Security Camera,-70,997590133,507498513
2040,Smart TV,-70,861853692,878893219
12331,Tablet,-52,617358446,287771875
13293,Tablet,-52,322081390,756042489
21974,Desktop,-65,367360053,524588908
21172,Tablet,-76,856198308,646985825
18057,Security Camera,-86,239313367,401410352
16359,Tablet,-83,985184224,792108833
9189,Gaming Console,-90,366428646,59055446
20765,Desktop,-80,697889530,992441384
21003,Smart Speaker,-56,179253296,448097838
15551,Laptop,-92,372662811,44221497
23111,Desktop,-60,368159797,903984472
23427,Printer,-78,358809753,407827534
18270,Smartphone,-72,63406754,399338013
6485,Smartphone,-96,625741682,568689946
23421,Gaming Console,-87,53718674,690225192
20157,Laptop,-95,586807957,769963720
3452,Gaming Console,-92,309415737,356256462
15992,Smartphone,-83,907739187,370817433
9440,Desktop,-85,720365202,906808952
12220,Smart Speaker,-80,595071307,678088885
12004,Smart Speaker,-62,120534876,468037694
8010,Desktop,-82,3624803,998477492
17220,Gaming Console,-62,213171045,141159982
13596,Gaming Console,-95,239296727,966324033
2884,Smart TV,-60,340976810,766931700
22882,Desktop,-83,746957270,965302265
18800,Smart TV,-93,379588040,204180199
20633,Desktop,-69,708108742,243020241
19915,Printer,-88,809859133,669112418
14202,Smartwatch,-97,210062600,633829312
11558,Laptop,-74,1773228,705265157
16243,Security Camera,-88,735021023,761136958
751,Printer,-75,438776170,913804648
4305,Security Camera,-55,178470644,202713990
23433,Security Camera,-93,90415222,200014916
4949,Smartwatch,-61,47157190,830628785
14893,Printer,-73,824556785,493197873
8491,Smartwatch,-60,793867957,10850984
11448,Smart TV,-55,608270006,513560578
12012,Smart Speaker,-79,946901409,628076307
15606,Laptop,-52,709978155,739028518
23718,Laptop,-98,202594915,851128108
15994,Printer,-75,920243392,423898439
14432,Tablet,-62,933504594,652583336
10684,Printer,-92,625807940,159545156
4498,Desktop,-85,234176518,816191695
1261,Smartwatch,-88,922149538,665001382
20048,Tablet,-53,346965750,55874998
13955,Smartwatch,-74,459336549,206478291
20375,Gaming Console,-84,674357276,837809160
17577,Smartphone,-100,501288473,985525428
16436,Printer,-91,204307106,870392454
20318,Desktop,-76,800588643,298653536
16806,Smartwatch,-54,162530464,585876997
13162,Gaming Console,-52,450376938,474270051
16073,Laptop,-79,698679592,530398019
11752,Smartphone,-94,290675617,222106495
5667,Security Camera,-64,192957141,787543953
12186,Security Camera,-68,589181521,519329839
17370,Laptop,-59,957359482,800834205
7236,Smartphone,-60,311216506,67987103
20236,Smart Speaker,-95,975095914,662881279
9690,Printer,-99,507107144,839855347
14741,Smart TV,-75,903034954,143182272
11589,Printer,-87,785252315,304069059
22661,Tablet,-98,104224378,314031921
3232,Laptop,-87,541459224,815588933
18345,Smartwatch,-99,614455494,194129449
18151,Gaming Console,-52,70471650,51614436
2025,Security Camera,-78,491679360,967673484
12419,Tablet,-84,464703070,73564986
19680,Tablet,-98,146174756,799367501
13813,Smart Speaker,-77,551938149,811770318
8560,Printer,-82,705554241,5302540
22321,Smart Speaker,-80,90191980,474049163
10848,Smart Speaker,-89,505277551,64776079
21992,Smart Speaker,-78,743378451,962078957
1481,Desktop,-54,121811384,66912061
9984,Printer,-54,29016823,701392677
7911,Security Camera,-64,779815937,868498483
20347,Smartphone,-56,780671078,147732134
7010,Smartwatch,-84,787066242,865381013
22895,Security Camera,-55,625235498,792587049
10073,Smart Speaker,-96,985227454,41516786
12323,Smartwatch,-92,413951666,959963444
727,Tablet,-83,775903122,746623051
19262,Smart Speaker,-52,775140152,272971917
22974,Security Camera,-85,773550140,428376402
6262,Desktop,-95,532814862,57839748
13841,Desktop,-92,764093738,315097169
18493,Tablet,-52,724830395,999121311
11924,Smart TV,-58,652381615,442038128
14059,Tablet,-75,166500930,186700392
5561,Smart Speaker,-89,993822173,384949396
3023,Smart Speaker,-51,276156430,15986079
19225,Security Camera,-58,319070716,319059981
21660,Desktop,-52,438897103,453033683
14672,Tablet,-61,67081466,554603051
7127,Tablet,-98,12479698,458674212
1111,Security Camera,-58,967978747,594545140
13877,Printer,-51,857175487,242374267
16611,Smart TV,-67,527582207,870087498
18316,Smart Speaker,-91,16771847,15330914
